date,OT
2023/2/7 0:00,1835.910034
2023/2/8 0:00,1845.02002
2023/2/9 0:00,1825.209961
2023/2/10 0:00,1819.109985
2023/2/13 0:00,1833.839966
2023/2/14 0:00,1835.920044
2023/2/15 0:00,1840.400024
2023/2/16 0:00,1831.109985
2023/2/17 0:00,1810.140015
2023/2/21 0:00,1788.050049
2023/2/22 0:00,1779.969971
2023/2/23 0:00,1777.130005
2023/2/24 0:00,1763.609985
2023/2/27 0:00,1779.22998
2023/2/28 0:00,1775.310059
2023/3/1 0:00,1761.329956
2023/3/2 0:00,1756.880005
2023/3/3 0:00,1786.939941
2023/3/6 0:00,1815.150024
2023/3/7 0:00,1786.400024
2023/3/8 0:00,1780.599976
2023/3/9 0:00,1754.119995
2023/3/10 0:00,1732.380005
2023/3/13 0:00,1718.319946
2023/3/14 0:00,1750.800049
2023/3/15 0:00,1744.02002
2023/3/16 0:00,1758.449951
2023/3/17 0:00,1780.400024
2023/3/20 0:00,1783.359985
2023/3/21 0:00,1808.140015
2023/3/22 0:00,1799.51001
2023/3/23 0:00,1795.849976
2023/3/24 0:00,1792.349976
2023/3/27 0:00,1814.359985
2023/3/28 0:00,1801.420044
2023/3/29 0:00,1824.75
2023/3/30 0:00,1838.209961
2023/3/31 0:00,1848.650024
2023/4/3 0:00,1867.339966
2023/4/4 0:00,1870.76001
2023/4/5 0:00,1863.459961
2023/4/6 0:00,1861.209961
2023/4/10 0:00,1861.339966
2023/4/11 0:00,1871.76001
2023/4/12 0:00,1862.119995
2023/4/13 0:00,1869.650024
2023/4/14 0:00,1881.469971
2023/4/17 0:00,1886.089966
2023/4/18 0:00,1892.97998
2023/4/19 0:00,1888.949951
2023/4/20 0:00,1877.449951
2023/4/21 0:00,1878.97998
2023/4/24 0:00,1878.5
2023/4/25 0:00,1859.410034
2023/4/26 0:00,1855.77002
2023/4/27 0:00,1871.23999
2023/4/28 0:00,1894.73999
2023/5/1 0:00,1910.530029
2023/5/2 0:00,1880.459961
2023/5/3 0:00,1878.359985
2023/5/4 0:00,1858.949951
2023/5/5 0:00,1877.609985
2023/5/8 0:00,1897.920044
2023/5/9 0:00,1894.359985
2023/5/10 0:00,1887.640015
2023/5/11 0:00,1895.459961
2023/5/12 0:00,1889.880005
2023/5/15 0:00,1893.640015
2023/5/16 0:00,1899.319946
2023/5/17 0:00,1901.560059
2023/5/18 0:00,1921.699951
2023/5/19 0:00,1934.810059
2023/5/22 0:00,1935.439941
2023/5/23 0:00,1918.98999
2023/5/24 0:00,1903.160034
2023/5/25 0:00,1923.77002
2023/5/26 0:00,1936.329956
2023/5/30 0:00,1961.099976
2023/5/31 0:00,1951.329956
2023/6/1 0:00,1952.900024
2023/6/2 0:00,1986.359985
2023/6/5 0:00,1994.27002
2023/6/6 0:00,1990.969971
2023/6/7 0:00,1983.01001
2023/6/8 0:00,1985.219971
2023/6/9 0:00,2003.109985
2023/6/12 0:00,2009.650024
2023/6/13 0:00,2028.589966
2023/6/14 0:00,2024.349976
2023/6/15 0:00,2038.560059
2023/6/16 0:00,2058.870117
2023/6/20 0:00,2041.98999
2023/6/21 0:00,2034.76001
2023/6/22 0:00,2030.609985
2023/6/23 0:00,2031.069946
2023/6/26 0:00,2016.810059
2023/6/27 0:00,2019.77002
2023/6/28 0:00,2031.780029
2023/6/29 0:00,2037.680054
2023/6/30 0:00,2061.120117
2023/7/3 0:00,2072.929932
2023/7/5 0:00,2069.840088
2023/7/6 0:00,2047.839966
2023/7/7 0:00,2049.800049
2023/7/10 0:00,2036.349976
2023/7/11 0:00,2043.599976
2023/7/12 0:00,2072.120117
2023/7/13 0:00,2088.48999
2023/7/14 0:00,2096.209961
2023/7/17 0:00,2098.540039
2023/7/18 0:00,2103.25
2023/7/19 0:00,2126.320068
2023/7/20 0:00,2106.51001
2023/7/21 0:00,2107.719971
2023/7/24 0:00,2111.199951
2023/7/25 0:00,2119.75
2023/7/26 0:00,2115.139893
2023/7/27 0:00,2109.169922
2023/7/28 0:00,2127.030029
2023/7/31 0:00,2134.219971
2023/8/1 0:00,2131.320068
2023/8/2 0:00,2098.699951
2023/8/3 0:00,2090.77002
2023/8/4 0:00,2087.77002
2023/8/7 0:00,2093.080078
2023/8/8 0:00,2085.159912
2023/8/9 0:00,2077.639893
2023/8/10 0:00,2077.330078
2023/8/11 0:00,2069.429932
2023/8/14 0:00,2074.120117
2023/8/15 0:00,2069.699951
2023/8/16 0:00,2055.350098
2023/8/17 0:00,2037.589966
2023/8/18 0:00,2022.310059
2023/8/21 0:00,2037.650024
2023/8/22 0:00,2049.649902
2023/8/23 0:00,2057.639893
2023/8/24 0:00,2045.900024
2023/8/25 0:00,2034.969971
2023/8/28 0:00,2061.310059
2023/8/29 0:00,2071.909912
2023/8/30 0:00,2102.75
2023/8/31 0:00,2112.27002
2023/9/1 0:00,2107.409912
2023/9/5 0:00,2108.810059
2023/9/6 0:00,2081.080078
2023/9/7 0:00,2071.439941
2023/9/8 0:00,2084.709961
2023/9/11 0:00,2096.659912
2023/9/12 0:00,2091.469971
2023/9/13 0:00,2091.199951
2023/9/14 0:00,2104.72998
2023/9/15 0:00,2088.159912
2023/9/18 0:00,2085.590088
2023/9/19 0:00,2073.840088
2023/9/20 0:00,2062.719971
2023/9/21 0:00,2030.050049
2023/9/22 0:00,2022.969971
2023/9/25 0:00,2015.550049
2023/9/26 0:00,1999.310059
2023/9/27 0:00,1984.160034
2023/9/28 0:00,1994.630005
2023/9/29 0:00,2002.699951
2023/10/2 0:00,2003.73999
2023/10/3 0:00,1982.98999
2023/10/4 0:00,1987.660034
2023/10/5 0:00,1988.150024
2023/10/6 0:00,1985.76001
2023/10/9 0:00,2015.829956
2023/10/10 0:00,2042.290039
2023/10/11 0:00,2045.630005
2023/10/12 0:00,2040.060059
2023/10/13 0:00,2031.280029
2023/10/16 0:00,2044.329956
2023/10/17 0:00,2034.5
2023/10/18 0:00,2022.400024
2023/10/19 0:00,2012.130005
2023/10/20 0:00,1990.199951
2023/10/23 0:00,1973.540039
2023/10/24 0:00,1992.160034
2023/10/25 0:00,1973.390015
2023/10/26 0:00,1938.119995
2023/10/27 0:00,1932.099976
2023/10/30 0:00,1951.030029
2023/10/31 0:00,1957.290039
2023/11/1 0:00,1981.290039
2023/11/2 0:00,2019.939941
2023/11/3 0:00,2044.47998
2023/11/6 0:00,2053.459961
2023/11/7 0:00,2060.370117
2023/11/8 0:00,2065.439941
2023/11/9 0:00,2057.030029
2023/11/10 0:00,2062.850098
2023/11/13 0:00,2081.290039
2023/11/14 0:00,2114.620117
2023/11/15 0:00,2123.780029
2023/11/16 0:00,2123.070068
2023/11/17 0:00,2127.389893
2023/11/20 0:00,2133.72998
2023/11/21 0:00,2139.800049
2023/11/22 0:00,2148.51001
2023/11/24 0:00,2150.709961
2023/11/27 0:00,2148.570068
2023/11/28 0:00,2145.709961
2023/11/29 0:00,2149.47998
2023/11/30 0:00,2139.23999
2023/12/1 0:00,2144.100098
2023/12/4 0:00,2131.810059
2023/12/5 0:00,2137.610107
2023/12/6 0:00,2138.51001
2023/12/7 0:00,2149.540039
2023/12/8 0:00,2153.649902
2023/12/11 0:00,2158.840088
2023/12/12 0:00,2163.76001
2023/12/13 0:00,2180.639893
2023/12/14 0:00,2193.419922
2023/12/15 0:00,2202.820068
2023/12/18 0:00,2215.060059
2023/12/19 0:00,2226.959961
2023/12/20 0:00,2207.840088
2023/12/21 0:00,2211.129883
2023/12/22 0:00,2222.189941
2023/12/26 0:00,2232.189941
2023/12/27 0:00,2236.330078
2023/12/28 0:00,2241.209961
2023/12/29 0:00,2226.860107
